,origin,destination,Origin_city,Destination_city,Fly_date,year,month,name_x,origin_latitude,origin_longitude,name_y,destination_latitude,destination_longitude
2453479,ORD,CMH,"Chicago, IL","Columbus, OH",2005-07-01,2005,7,Chicago O'Hare International Airport,41.9786,-87.9048,John Glenn Columbus International Airport,39.998001,-82.891899
1801341,LIT,BNA,"Little Rock, AR","Nashville, TN",2003-05-01,2003,5,Bill & Hillary Clinton National Airport/Adams Field,34.729582,-92.223728,Nashville International Airport,36.1245002746582,-86.6781997680664
79123,SYR,ORD,"Syracuse, NY","Chicago, IL",2003-07-01,2003,7,Syracuse Hancock International Airport,43.11119842529297,-76.1063003540039,Chicago O'Hare International Airport,41.9786,-87.9048
1258855,JFK,ANC,"New York, NY","Anchorage, AK",2005-02-01,2005,2,John F Kennedy International Airport,40.639447,-73.779317,Ted Stevens Anchorage International Airport,61.1744,-149.996002
783426,SAN,IAD,"San Diego, CA","Washington, DC",2006-07-01,2006,7,San Diego International Airport,32.7336006165,-117.190002441,Washington Dulles International Airport,38.9445,-77.455803
2743887,PDX,SEA,"Portland, OR","Seattle, WA",1993-03-01,1993,3,Portland International Airport,45.58869934,-122.5979996,Seattle–Tacoma International Airport,47.449162,-122.311134
574013,TUL,LAX,"Tulsa, OK","Los Angeles, CA",2002-03-01,2002,3,Tulsa International Airport,36.19839859008789,-95.88809967041016,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997
2081415,SGF,BIL,"Springfield, MO","Billings, MT",2005-08-01,2005,8,Springfield Branson National Airport,37.245701,-93.388603,Billings Logan International Airport,45.807701,-108.542999
1443356,AUS,IAH,"Austin, TX","Houston, TX",2006-08-01,2006,8,Austin Bergstrom International Airport,30.197535,-97.662015,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438
2920951,PHX,BWI,"Phoenix, AZ","Baltimore, MD",2007-06-01,2007,6,Phoenix Sky Harbor International Airport,33.435302,-112.005905,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297
3552317,ORD,HVN,"Chicago, IL","New Haven, CT",1993-08-01,1993,8,Chicago O'Hare International Airport,41.9786,-87.9048,Tweed New Haven Airport,41.26369858,-72.88680267
214867,MIA,PIT,"Miami, FL","Pittsburgh, PA",1999-10-01,1999,10,Miami International Airport,25.79319953918457,-80.29060363769531,Pittsburgh International Airport,40.49150085,-80.23290253
2751863,JNU,SEA,"Juneau, AK","Seattle, WA",2003-02-01,2003,2,Juneau International Airport,58.35499954223633,-134.5760040283203,Seattle–Tacoma International Airport,47.449162,-122.311134
312136,OKC,LAS,"Oklahoma City, OK","Las Vegas, NV",2005-02-01,2005,2,Will Rogers World Airport,35.393101,-97.6007,Harry Reid International Airport,36.083361,-115.151817
2429940,BTV,DCA,"Burlington, VT","Washington, DC",2007-07-01,2007,7,Burlington International Airport,44.471901,-73.153297,Ronald Reagan Washington National Airport,38.8521,-77.037697
3354918,LAS,ILN,"Las Vegas, NV","Wilmington, OH",2007-02-01,2007,2,Harry Reid International Airport,36.083361,-115.151817,Wilmington Airpark,39.427898407,-83.792098999
3020362,ABQ,MCO,"Albuquerque, NM","Orlando, FL",2003-10-01,2003,10,Albuquerque International Sunport,35.040199,-106.609001,Orlando International Airport,28.429399490356445,-81.30899810791016
1389504,AGS,ATL,"Augusta, GA","Atlanta, GA",1995-06-01,1995,6,Augusta Regional At Bush Field,33.3699,-81.9645,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
2797479,FLL,LGA,"Fort Lauderdale, FL","New York, NY",1997-08-01,1997,8,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,La Guardia Airport,40.777199,-73.872597
357761,SGF,STL,"Springfield, MO","St. Louis, MO",1999-06-01,1999,6,Springfield Branson National Airport,37.245701,-93.388603,St Louis Lambert International Airport,38.748697,-90.370003
2330625,PIT,MIA,"Pittsburgh, PA","Miami, FL",2007-02-01,2007,2,Pittsburgh International Airport,40.49150085,-80.23290253,Miami International Airport,25.79319953918457,-80.29060363769531
1012859,JFK,SLC,"New York, NY","Salt Lake City, UT",1991-05-01,1991,5,John F Kennedy International Airport,40.639447,-73.779317,Salt Lake City International Airport,40.785749,-111.979746
655084,EWR,CLT,"Newark, NJ","Charlotte, NC",1992-01-01,1992,1,Newark Liberty International Airport,40.692501,-74.168701,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594
2172518,CVG,IND,"Cincinnati, OH","Indianapolis, IN",2008-09-01,2008,9,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,Indianapolis International Airport,39.7173,-86.294403
2736213,FCA,SEA,"Kalispell, MT","Seattle, WA",2002-01-01,2002,1,Glacier Park International Airport,48.31050109863281,-114.25599670410156,Seattle–Tacoma International Airport,47.449162,-122.311134
1355231,TPA,ATL,"Tampa, FL","Atlanta, GA",2004-07-01,2004,7,Tampa International Airport,27.975500106811523,-82.533203125,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
1493382,SEA,PHX,"Seattle, WA","Phoenix, AZ",1997-11-01,1997,11,Seattle–Tacoma International Airport,47.449162,-122.311134,Phoenix Sky Harbor International Airport,33.435302,-112.005905
2753026,STS,SEA,"Santa Rosa, CA","Seattle, WA",2008-05-01,2008,5,Charles M. Schulz Sonoma County Airport,38.50899887,-122.8130035,Seattle–Tacoma International Airport,47.449162,-122.311134
322259,SAN,LAS,"San Diego, CA","Las Vegas, NV",1992-12-01,1992,12,San Diego International Airport,32.7336006165,-117.190002441,Harry Reid International Airport,36.083361,-115.151817
2980691,BWI,MCO,"Baltimore, MD","Orlando, FL",2008-11-01,2008,11,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,Orlando International Airport,28.429399490356445,-81.30899810791016
2332514,ATL,MIA,"Atlanta, GA","Miami, FL",2001-03-01,2001,3,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,Miami International Airport,25.79319953918457,-80.29060363769531
2038413,STL,PHL,"St. Louis, MO","Philadelphia, PA",1990-12-01,1990,12,St Louis Lambert International Airport,38.748697,-90.370003,Philadelphia International Airport,39.87189865112305,-75.24109649658203
1255902,DFW,ANC,"Dallas, TX","Anchorage, AK",2009-06-01,2009,6,Dallas Fort Worth International Airport,32.896801,-97.038002,Ted Stevens Anchorage International Airport,61.1744,-149.996002
2544504,IAH,ELP,"Houston, TX","El Paso, TX",1991-02-01,1991,2,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,El Paso International Airport,31.80719948,-106.3779984
3208620,EWR,RIC,"Newark, NJ","Richmond, VA",1997-04-01,1997,4,Newark Liberty International Airport,40.692501,-74.168701,Richmond International Airport,37.50519943237305,-77.3197021484375
2079785,HVN,PHL,"New Haven, CT","Philadelphia, PA",2004-11-01,2004,11,Tweed New Haven Airport,41.26369858,-72.88680267,Philadelphia International Airport,39.87189865112305,-75.24109649658203
716838,PHL,CLT,"Philadelphia, PA","Charlotte, NC",2000-03-01,2000,3,Philadelphia International Airport,39.87189865112305,-75.24109649658203,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594
2697078,DTW,LAN,"Detroit, MI","Lansing, MI",2001-08-01,2001,8,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,Capital City Airport,42.77870178222656,-84.58740234375
1753645,PDX,SFO,"Portland, OR","San Francisco, CA",2004-07-01,2004,7,Portland International Airport,45.58869934,-122.5979996,San Francisco International Airport,37.61899948120117,-122.375
992767,XNA,DFW,"Fayetteville, AR","Dallas, TX",2003-05-01,2003,5,Northwest Arkansas National Airport,36.281898,-94.306801,Dallas Fort Worth International Airport,32.896801,-97.038002
3047623,LGA,RDU,"New York, NY","Raleigh, NC",1996-04-01,1996,4,La Guardia Airport,40.777199,-73.872597,Raleigh Durham International Airport,35.877602,-78.787498
3456507,ATL,MOB,"Atlanta, GA","Mobile, AL",2004-10-01,2004,10,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,Mobile Regional Airport,30.6912,-88.242798
389381,OKC,STL,"Oklahoma City, OK","St. Louis, MO",2006-01-01,2006,1,Will Rogers World Airport,35.393101,-97.6007,St Louis Lambert International Airport,38.748697,-90.370003
1036272,CPR,SLC,"Casper, WY","Salt Lake City, UT",1992-03-01,1992,3,Casper-Natrona County International Airport,42.908001,-106.463997,Salt Lake City International Airport,40.785749,-111.979746
1260036,LAX,ANC,"Los Angeles, CA","Anchorage, AK",1991-12-01,1991,12,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997,Ted Stevens Anchorage International Airport,61.1744,-149.996002
3295158,JAC,CPR,"Jackson, WY","Casper, WY",2006-05-01,2006,5,Jackson Hole Airport,43.6072998046875,-110.73799896240234,Casper-Natrona County International Airport,42.908001,-106.463997
1579611,PDX,SJC,"Portland, OR","San Jose, CA",2007-08-01,2007,8,Portland International Airport,45.58869934,-122.5979996,Norman Y. Mineta San Jose International Airport,37.362452,-121.929188
1470094,BTR,IAH,"Baton Rouge, LA","Houston, TX",1997-12-01,1997,12,Baton Rouge Metropolitan Airport,30.533199,-91.149597,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438
42447,MSN,ORD,"Madison, WI","Chicago, IL",2008-05-01,2008,5,Dane County Regional Truax Field,43.1399,-89.337502,Chicago O'Hare International Airport,41.9786,-87.9048
326725,CLT,STL,"Charlotte, NC","St. Louis, MO",1995-04-01,1995,4,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,St Louis Lambert International Airport,38.748697,-90.370003
2059297,LAX,PHL,"Los Angeles, CA","Philadelphia, PA",2007-09-01,2007,9,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997,Philadelphia International Airport,39.87189865112305,-75.24109649658203
804324,PIT,DTW,"Pittsburgh, PA","Detroit, MI",2000-08-01,2000,8,Pittsburgh International Airport,40.49150085,-80.23290253,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203
1128658,CMH,EWR,"Columbus, OH","Newark, NJ",1998-04-01,1998,4,John Glenn Columbus International Airport,39.998001,-82.891899,Newark Liberty International Airport,40.692501,-74.168701
1481810,TYS,IAH,"Knoxville, TN","Houston, TX",2001-03-01,2001,3,McGhee Tyson Airport,35.811001,-83.994003,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438
1971621,BNA,HOU,"Nashville, TN","Houston, TX",1993-09-01,1993,9,Nashville International Airport,36.1245002746582,-86.6781997680664,William P Hobby Airport,29.645399,-95.2789
2612306,BUF,BOS,"Buffalo, NY","Boston, MA",1992-09-01,1992,9,Buffalo Niagara International Airport,42.94049835,-78.73220062,Logan International Airport,42.3643,-71.005203
638717,SAN,RNO,"San Diego, CA","Reno, NV",2008-05-01,2008,5,San Diego International Airport,32.7336006165,-117.190002441,Reno Tahoe International Airport,39.49909973144531,-119.76799774169922
1219381,LAN,MSP,"Lansing, MI","Minneapolis, MN",2002-11-01,2002,11,Capital City Airport,42.77870178222656,-84.58740234375,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802
2141578,SEA,TWF,"Seattle, WA","Twin Falls, ID",1993-01-01,1993,1,Seattle–Tacoma International Airport,47.449162,-122.311134,Joslin Field Magic Valley Regional Airport,42.4818,-114.487999
3522687,EWR,PBG,"Newark, NJ","Plattsburgh, NY",2008-08-01,2008,8,Newark Liberty International Airport,40.692501,-74.168701,Plattsburgh International Airport,44.6509017944336,-73.46810150146484
1935181,DTW,TPA,"Detroit, MI","Tampa, FL",2002-12-01,2002,12,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,Tampa International Airport,27.975500106811523,-82.533203125
689813,LYH,CLT,"Lynchburg, VA","Charlotte, NC",2009-02-01,2009,2,Lynchburg Regional Airport - Preston Glenn Field,37.326698,-79.200401,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594
2254839,MSP,MSN,"Minneapolis, MN","Madison, WI",1990-12-01,1990,12,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802,Dane County Regional Truax Field,43.1399,-89.337502
3367723,LGA,PWM,"New York, NY","Portland, ME",2003-02-01,2003,2,La Guardia Airport,40.777199,-73.872597,Portland International Jetport,43.646198,-70.309303
235782,IND,PIT,"Indianapolis, IN","Pittsburgh, PA",1990-11-01,1990,11,Indianapolis International Airport,39.7173,-86.294403,Pittsburgh International Airport,40.49150085,-80.23290253
2033808,DFW,PHL,"Dallas, TX","Philadelphia, PA",2000-11-01,2000,11,Dallas Fort Worth International Airport,32.896801,-97.038002,Philadelphia International Airport,39.87189865112305,-75.24109649658203
2601049,SFO,BOS,"San Francisco, CA","Boston, MA",2006-09-01,2006,9,San Francisco International Airport,37.61899948120117,-122.375,Logan International Airport,42.3643,-71.005203
3165633,PHL,FLL,"Philadelphia, PA","Fort Lauderdale, FL",2003-02-01,2003,2,Philadelphia International Airport,39.87189865112305,-75.24109649658203,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702
2039506,STL,PHL,"St. Louis, MO","Philadelphia, PA",2007-12-01,2007,12,St Louis Lambert International Airport,38.748697,-90.370003,Philadelphia International Airport,39.87189865112305,-75.24109649658203
1197304,IND,MSP,"Indianapolis, IN","Minneapolis, MN",1996-06-01,1996,6,Indianapolis International Airport,39.7173,-86.294403,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802
1741221,ANC,SFO,"Anchorage, AK","San Francisco, CA",1993-06-01,1993,6,Ted Stevens Anchorage International Airport,61.1744,-149.996002,San Francisco International Airport,37.61899948120117,-122.375
1509431,DFW,PHX,"Dallas, TX","Phoenix, AZ",2001-01-01,2001,1,Dallas Fort Worth International Airport,32.896801,-97.038002,Phoenix Sky Harbor International Airport,33.435302,-112.005905
1830595,FSD,OMA,"Sioux Falls, SD","Omaha, NE",2004-01-01,2004,1,Sioux Falls Regional Airport / Joe Foss Field,43.585463,-96.741152,Eppley Airfield,41.3032,-95.894096
1997358,PHL,ABE,"Philadelphia, PA","Allentown, PA",2008-09-01,2008,9,Philadelphia International Airport,39.87189865112305,-75.24109649658203,Lehigh Valley International Airport,40.651773,-75.442797
2259985,AUS,MAF,"Austin, TX","Midland, TX",2008-02-01,2008,2,Austin Bergstrom International Airport,30.197535,-97.662015,Midland International Air and Space Port,31.942499,-102.202003
317350,SJC,LAS,"San Jose, CA","Las Vegas, NV",2001-03-01,2001,3,Norman Y. Mineta San Jose International Airport,37.362452,-121.929188,Harry Reid International Airport,36.083361,-115.151817
1171518,ATL,MSP,"Atlanta, GA","Minneapolis, MN",2000-11-01,2000,11,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802
2788729,RDU,LGA,"Raleigh, NC","New York, NY",2000-05-01,2000,5,Raleigh Durham International Airport,35.877602,-78.787498,La Guardia Airport,40.777199,-73.872597
1841596,DSM,OMA,"Des Moines, IA","Omaha, NE",1995-05-01,1995,5,Des Moines International Airport,41.534,-93.663101,Eppley Airfield,41.3032,-95.894096
320638,AMA,LAS,"Amarillo, TX","Las Vegas, NV",2006-09-01,2006,9,Rick Husband Amarillo International Airport,35.219398,-101.706001,Harry Reid International Airport,36.083361,-115.151817
2559121,BZN,MSO,"Bozeman, MT","Missoula, MT",1996-12-01,1996,12,Gallatin Field,45.77750015,-111.1529999,Missoula International Airport,46.91630173,-114.0910034
1714395,PHX,SFO,"Phoenix, AZ","San Francisco, CA",2003-11-01,2003,11,Phoenix Sky Harbor International Airport,33.435302,-112.005905,San Francisco International Airport,37.61899948120117,-122.375
1939091,PIT,TPA,"Pittsburgh, PA","Tampa, FL",2005-04-01,2005,4,Pittsburgh International Airport,40.49150085,-80.23290253,Tampa International Airport,27.975500106811523,-82.533203125
555901,HNL,LAX,"Honolulu, HI","Los Angeles, CA",1994-07-01,1994,7,Daniel K Inouye International Airport,21.32062,-157.924228,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997
1455135,MCI,IAH,"Kansas City, MO","Houston, TX",2002-06-01,2002,6,Kansas City International Airport,39.2976,-94.713898,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438
1481616,SNA,IAH,"Santa Ana, CA","Houston, TX",2003-07-01,2003,7,John Wayne Orange County International Airport,33.675701,-117.867996,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438
1263333,SFO,ANC,"San Francisco, CA","Anchorage, AK",2002-06-01,2002,6,San Francisco International Airport,37.61899948120117,-122.375,Ted Stevens Anchorage International Airport,61.1744,-149.996002
605456,LAX,PDX,"Los Angeles, CA","Portland, OR",2001-10-01,2001,10,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997,Portland International Airport,45.58869934,-122.5979996
1994269,MEM,ABE,"Memphis, TN","Allentown, PA",2003-07-01,2003,7,Memphis International Airport,35.04240036010742,-89.97669982910156,Lehigh Valley International Airport,40.651773,-75.442797
3158795,JFK,FLL,"New York, NY","Fort Lauderdale, FL",1997-02-01,1997,2,John F Kennedy International Airport,40.639447,-73.779317,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702
3283825,SLC,GGG,"Salt Lake City, UT","Longview, TX",1997-08-01,1997,8,Salt Lake City International Airport,40.785749,-111.979746,East Texas Regional Airport,32.38399887084961,-94.71150207519533
120501,RNO,ORD,"Reno, NV","Chicago, IL",1992-05-01,1992,5,Reno Tahoe International Airport,39.49909973144531,-119.76799774169922,Chicago O'Hare International Airport,41.9786,-87.9048
3179028,PHL,GSP,"Philadelphia, PA","Greenville, SC",1994-07-01,1994,7,Philadelphia International Airport,39.87189865112305,-75.24109649658203,Greenville Spartanburg International Airport,34.895699,-82.218903
1739199,HNL,SFO,"Honolulu, HI","San Francisco, CA",1995-01-01,1995,1,Daniel K Inouye International Airport,21.32062,-157.924228,San Francisco International Airport,37.61899948120117,-122.375
1043413,MEM,GRR,"Memphis, TN","Grand Rapids, MI",2007-01-01,2007,1,Memphis International Airport,35.04240036010742,-89.97669982910156,Gerald R. Ford International Airport,42.88079834,-85.52279663
1578621,PDX,SJC,"Portland, OR","San Jose, CA",1994-10-01,1994,10,Portland International Airport,45.58869934,-122.5979996,Norman Y. Mineta San Jose International Airport,37.362452,-121.929188
1162987,DTW,MSP,"Detroit, MI","Minneapolis, MN",2003-06-01,2003,6,Detroit Metropolitan Wayne County Airport,42.212398529052734,-83.35340118408203,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802
3333413,DFW,BTR,"Dallas, TX","Baton Rouge, LA",1999-06-01,1999,6,Dallas Fort Worth International Airport,32.896801,-97.038002,Baton Rouge Metropolitan Airport,30.533199,-91.149597
1341661,IND,ATL,"Indianapolis, IN","Atlanta, GA",2000-08-01,2000,8,Indianapolis International Airport,39.7173,-86.294403,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
1367913,PHL,ATL,"Philadelphia, PA","Atlanta, GA",2003-06-01,2003,6,Philadelphia International Airport,39.87189865112305,-75.24109649658203,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
953945,PHL,DFW,"Philadelphia, PA","Dallas, TX",2009-12-01,2009,12,Philadelphia International Airport,39.87189865112305,-75.24109649658203,Dallas Fort Worth International Airport,32.896801,-97.038002
1932199,EWR,TPA,"Newark, NJ","Tampa, FL",2004-04-01,2004,4,Newark Liberty International Airport,40.692501,-74.168701,Tampa International Airport,27.975500106811523,-82.533203125
379798,TOL,STL,"Toledo, OH","St. Louis, MO",2006-01-01,2006,1,Eugene F. Kranz Toledo Express Airport,41.5868,-83.8078,St Louis Lambert International Airport,38.748697,-90.370003
3536302,ATL,FAY,"Atlanta, GA","Fayetteville, NC",2000-04-01,2000,4,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,Fayetteville Regional Airport - Grannis Field,34.991199,-78.880302
662481,IAD,CLT,"Washington, DC","Charlotte, NC",1991-10-01,1991,10,Washington Dulles International Airport,38.9445,-77.455803,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594
3124929,PVD,ROC,"Providence, RI","Rochester, NY",2006-08-01,2006,8,Theodore Francis Green State Airport,41.725038,-71.425668,Frederick Douglass Greater Rochester International Airport,43.1189,-77.672401
1285117,BOS,ATL,"Boston, MA","Atlanta, GA",1992-11-01,1992,11,Logan International Airport,42.3643,-71.005203,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
3424011,IAD,SAV,"Washington, DC","Savannah, GA",2006-06-01,2006,6,Washington Dulles International Airport,38.9445,-77.455803,Savannah Hilton Head International Airport,32.12760162,-81.20210266
924885,STL,DFW,"St. Louis, MO","Dallas, TX",2001-07-01,2001,7,St Louis Lambert International Airport,38.748697,-90.370003,Dallas Fort Worth International Airport,32.896801,-97.038002
1292978,IAD,ATL,"Washington, DC","Atlanta, GA",2000-05-01,2000,5,Washington Dulles International Airport,38.9445,-77.455803,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101
519945,PHX,LAX,"Phoenix, AZ","Los Angeles, CA",2001-12-01,2001,12,Phoenix Sky Harbor International Airport,33.435302,-112.005905,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997
2079874,HVN,PHL,"New Haven, CT","Philadelphia, PA",2009-01-01,2009,1,Tweed New Haven Airport,41.26369858,-72.88680267,Philadelphia International Airport,39.87189865112305,-75.24109649658203
1255167,DFW,ANC,"Dallas, TX","Anchorage, AK",2002-08-01,2002,8,Dallas Fort Worth International Airport,32.896801,-97.038002,Ted Stevens Anchorage International Airport,61.1744,-149.996002
1594170,PIT,CVG,"Pittsburgh, PA","Cincinnati, OH",2006-09-01,2006,9,Pittsburgh International Airport,40.49150085,-80.23290253,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801
2430811,TPA,DCA,"Tampa, FL","Washington, DC",2007-12-01,2007,12,Tampa International Airport,27.975500106811523,-82.533203125,Ronald Reagan Washington National Airport,38.8521,-77.037697
3291536,YIP,FTW,"Detroit, MI","Dallas, TX",2001-05-01,2001,5,Willow Run Airport,42.23789978,-83.53040314,Fort Worth Meacham International Airport,32.819801,-97.362396
479128,DFW,BHM,"Dallas, TX","Birmingham, AL",1995-08-01,1995,8,Dallas Fort Worth International Airport,32.896801,-97.038002,Birmingham-Shuttlesworth International Airport,33.562901,-86.753502
136932,IAH,ORD,"Houston, TX","Chicago, IL",2005-01-01,2005,1,George Bush Intercontinental Houston Airport,29.984399795532227,-95.34140014648438,Chicago O'Hare International Airport,41.9786,-87.9048
2773537,BWI,LGA,"Baltimore, MD","New York, NY",2009-02-01,2009,2,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297,La Guardia Airport,40.777199,-73.872597
1842175,DCA,OMA,"Washington, DC","Omaha, NE",2005-04-01,2005,4,Ronald Reagan Washington National Airport,38.8521,-77.037697,Eppley Airfield,41.3032,-95.894096
2911901,MSY,BWI,"New Orleans, LA","Baltimore, MD",2008-03-01,2008,3,Louis Armstrong New Orleans International Airport,29.99340057373047,-90.25800323486328,Baltimore/Washington International Thurgood Marshall Airport,39.1754,-76.668297
3365802,PIT,PWM,"Pittsburgh, PA","Portland, ME",1998-07-01,1998,7,Pittsburgh International Airport,40.49150085,-80.23290253,Portland International Jetport,43.646198,-70.309303
1562814,SEA,EAT,"Seattle, WA","Wenatchee, WA",1998-04-01,1998,4,Seattle–Tacoma International Airport,47.449162,-122.311134,Pangborn Memorial Airport,47.3988990784,-120.207000732
676326,MIA,CLT,"Miami, FL","Charlotte, NC",1994-10-01,1994,10,Miami International Airport,25.79319953918457,-80.29060363769531,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594
2512986,SFO,SAN,"San Francisco, CA","San Diego, CA",1998-10-01,1998,10,San Francisco International Airport,37.61899948120117,-122.375,San Diego International Airport,32.7336006165,-117.190002441
2629282,LAX,SAT,"Los Angeles, CA","San Antonio, TX",2002-02-01,2002,2,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997,San Antonio International Airport,29.533701,-98.469803
1532080,SFO,PHX,"San Francisco, CA","Phoenix, AZ",2009-04-01,2009,4,San Francisco International Airport,37.61899948120117,-122.375,Phoenix Sky Harbor International Airport,33.435302,-112.005905
531220,DFW,LAX,"Dallas, TX","Los Angeles, CA",1998-09-01,1998,9,Dallas Fort Worth International Airport,32.896801,-97.038002,Los Angeles / Tom Bradley International Airport,33.942501,-118.407997
3567371,PHX,HII,"Phoenix, AZ","Lake Havasu City, AZ",2005-12-01,2005,12,Phoenix Sky Harbor International Airport,33.435302,-112.005905,Lake Havasu City International Airport,34.571098,-114.358002
2508572,JFK,SAN,"New York, NY","San Diego, CA",2009-10-01,2009,10,John F Kennedy International Airport,40.639447,-73.779317,San Diego International Airport,32.7336006165,-117.190002441
737215,CLE,IAD,"Cleveland, OH","Washington, DC",1996-04-01,1996,4,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099,Washington Dulles International Airport,38.9445,-77.455803
200996,EWR,PIT,"Newark, NJ","Pittsburgh, PA",2002-12-01,2002,12,Newark Liberty International Airport,40.692501,-74.168701,Pittsburgh International Airport,40.49150085,-80.23290253
966589,OKC,DFW,"Oklahoma City, OK","Dallas, TX",1995-03-01,1995,3,Will Rogers World Airport,35.393101,-97.6007,Dallas Fort Worth International Airport,32.896801,-97.038002
2865037,MCO,MDW,"Orlando, FL","Chicago, IL",2008-07-01,2008,7,Orlando International Airport,28.429399490356445,-81.30899810791016,Chicago Midway International Airport,41.785999,-87.752403
3091756,STL,DAY,"St. Louis, MO","Dayton, OH",1999-06-01,1999,6,St Louis Lambert International Airport,38.748697,-90.370003,James M Cox Dayton International Airport,39.902401,-84.219398
2516864,SMF,SAN,"Sacramento, CA","San Diego, CA",1992-09-01,1992,9,Sacramento International Airport,38.69540023803711,-121.59100341796876,San Diego International Airport,32.7336006165,-117.190002441
1070450,ROC,EWR,"Rochester, NY","Newark, NJ",2007-06-01,2007,6,Frederick Douglass Greater Rochester International Airport,43.1189,-77.672401,Newark Liberty International Airport,40.692501,-74.168701
2114810,ORD,MKE,"Chicago, IL","Milwaukee, WI",2008-11-01,2008,11,Chicago O'Hare International Airport,41.9786,-87.9048,General Mitchell International Airport,42.94720077514648,-87.89659881591797
886586,CLT,DFW,"Charlotte, NC","Dallas, TX",1999-01-01,1999,1,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,Dallas Fort Worth International Airport,32.896801,-97.038002
1094547,STL,EWR,"St. Louis, MO","Newark, NJ",2006-05-01,2006,5,St Louis Lambert International Airport,38.748697,-90.370003,Newark Liberty International Airport,40.692501,-74.168701
1187523,STL,MSP,"St. Louis, MO","Minneapolis, MN",1995-09-01,1995,9,St Louis Lambert International Airport,38.748697,-90.370003,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802
120193,PHL,ORD,"Philadelphia, PA","Chicago, IL",2008-09-01,2008,9,Philadelphia International Airport,39.87189865112305,-75.24109649658203,Chicago O'Hare International Airport,41.9786,-87.9048
3315967,CAE,JAX,"Columbia, SC","Jacksonville, FL",2008-11-01,2008,11,Columbia Metropolitan Airport,33.938801,-81.119499,Jacksonville International Airport,30.49410057067871,-81.68789672851562
1898847,CAK,CLE,"Akron, OH","Cleveland, OH",1996-07-01,1996,7,Akron Canton Regional Airport,40.91609954833984,-81.44219970703125,Cleveland Hopkins International Airport,41.4117012024,-81.8498001099
1199817,MCI,MSP,"Kansas City, MO","Minneapolis, MN",1998-03-01,1998,3,Kansas City International Airport,39.2976,-94.713898,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,44.882,-93.221802
1255524,DFW,ANC,"Dallas, TX","Anchorage, AK",2005-12-01,2005,12,Dallas Fort Worth International Airport,32.896801,-97.038002,Ted Stevens Anchorage International Airport,61.1744,-149.996002
